loan_id,age,gender,marital_status,dependents,education,employment_status,employment_years,annual_income,credit_score,previous_default,existing_loans_count,loan_purpose,loan_amount,loan_term_months,interest_rate,property_ownership,savings_balance,collateral_value,debt_to_income_ratio,loanapproval
LN109460,42,Female,Single,0,Bachelor's,Self-Employed,6.1,50111,656,0,2,Home,50900,36,8.57,Own,5131,54749,0.45,0
LN109461,37,Female,Divorced,1,High School,Employed,6.9,24502,567,0,2,Personal,2300,48,12.3,Mortgage,2118,0,0.311,0
LN109462,36,Female,Single,1,Master's,Employed,3.5,180215,687,0,1,Education,44400,12,12.09,Rent,34438,0,0.263,1
LN109463,40,Male,Single,3,High School,Employed,10.1,37753,590,0,2,Auto,5200,48,12.45,Own,889,6746,0.181,1
LN109464,43,Female,Single,2,Bachelor's,Employed,1.9,50261,506,0,1,Auto,11100,12,13.83,Own,5746,11072,0.265,0
LN109465,24,Female,Married,0,Bachelor's,Self-Employed,3.3,73837,553,0,1,Personal,13400,48,10.79,Mortgage,19483,0,0.062,1
LN109466,53,Female,Married,2,High School,Employed,1.5,20812,655,0,1,Debt Consolidation,6300,84,11.79,Rent,469,0,0.245,1
LN109467,18,Female,Single,1,Associate,Employed,0.0,20146,502,1,2,Personal,1100,60,16.41,Own,606,0,0.342,0
LN109468,30,Female,Married,2,Bachelor's,Employed,5.9,48854,619,0,2,Auto,8200,12,9.85,Mortgage,9729,8197,0.322,1
LN109469,36,Male,Single,1,High School,Employed,5.7,18979,489,0,4,Education,6600,12,12.08,Own,5249,0,0.898,0
LN109470,42,Female,Married,2,Master's,Self-Employed,11.7,47077,541,0,2,Education,22000,24,10.0,Rent,9572,0,0.281,0
LN109471,55,Female,Single,2,PhD,Self-Employed,12.6,100767,634,0,1,Personal,18400,60,7.52,Rent,9663,0,0.076,1
LN109472,18,Female,Single,0,PhD,Unemployed,0.0,8000,542,0,2,Home,4800,48,10.52,Own,303,5971,0.753,0
LN109473,32,Female,Single,1,Bachelor's,Unemployed,0.0,8858,483,1,1,Debt Consolidation,2600,36,17.43,Rent,422,0,0.258,0
LN109474,18,Male,Married,2,Bachelor's,Employed,0.0,31197,429,1,3,Auto,3400,36,16.59,Rent,1633,4040,0.237,0
LN109475,38,Male,Married,2,Associate,Self-Employed,1.9,24211,626,0,0,Home,18900,48,10.01,Rent,7194,19604,0.195,0
LN109476,40,Female,Married,0,High School,Employed,3.8,30656,514,0,0,Auto,9400,48,14.63,Rent,3970,10589,0.077,1
LN109477,55,Male,Single,2,Master's,Employed,10.8,20775,582,0,0,Personal,3900,48,11.07,Mortgage,2461,0,0.047,1
LN109478,39,Male,Single,1,High School,Self-Employed,9.2,15992,537,0,0,Personal,1100,60,12.39,Own,3508,0,0.014,1
LN109479,49,Male,Married,0,Bachelor's,Employed,21.0,32039,555,0,0,Business,19800,360,10.12,Mortgage,2506,19548,0.021,1
LN109480,44,Male,Divorced,1,Associate,Employed,15.5,14855,540,0,1,Medical,1300,48,11.06,Rent,226,0,0.239,0
LN109481,33,Female,Widowed,3,Bachelor's,Employed,2.0,66168,616,0,1,Debt Consolidation,16500,60,11.37,Mortgage,11975,0,0.087,1
LN109482,22,Female,Married,2,Bachelor's,Employed,0.6,24049,572,0,2,Home,37700,360,11.91,Mortgage,1215,40014,0.25,0
LN109483,41,Male,Single,1,High School,Unemployed,0.0,16695,631,0,0,Personal,2000,360,10.89,Rent,2428,0,0.01,1
LN109484,21,Male,Married,1,High School,Employed,0.9,17234,492,0,0,Personal,2200,48,12.43,Rent,313,0,0.032,0
LN109485,52,Male,Single,1,High School,Employed,10.0,15777,545,0,0,Medical,3800,360,12.74,Rent,1361,0,0.01,1
LN109486,36,Male,Married,1,PhD,Self-Employed,8.5,89653,581,0,0,Personal,14800,60,10.93,Rent,13789,0,0.033,1
LN109487,51,Male,Single,1,Bachelor's,Unemployed,0.0,8000,634,0,1,Home,15500,48,9.58,Rent,1228,16431,0.662,0
LN109488,32,Female,Single,0,High School,Employed,7.3,8000,487,1,1,Auto,1200,24,16.77,Own,428,1454,0.411,0
LN109489,40,Male,Single,3,Bachelor's,Self-Employed,1.9,48568,686,1,2,Auto,4800,60,10.88,Rent,2646,5762,0.201,1
LN109490,40,Female,Married,0,Master's,Employed,4.9,117254,604,0,2,Personal,21900,60,11.77,Mortgage,1647,0,0.058,1
LN109491,37,Female,Married,0,High School,Employed,1.7,9216,548,0,2,Auto,1600,48,10.29,Mortgage,806,1548,0.781,0
LN109492,33,Female,Married,1,High School,Retired,7.9,19711,538,0,1,Auto,3800,60,11.45,Rent,1172,4466,0.26,1
LN109493,42,Male,Married,1,Bachelor's,Employed,11.7,70017,675,0,1,Auto,12000,48,8.97,Rent,3480,14197,0.105,1
LN109494,27,Female,Widowed,1,High School,Self-Employed,2.2,25822,470,1,5,Personal,1700,84,16.58,Own,1723,0,0.635,0
LN109495,24,Male,Single,3,Bachelor's,Employed,2.6,71379,616,0,1,Education,16200,48,10.01,Rent,3121,0,0.072,1
LN109496,51,Male,Married,4,Associate,Self-Employed,26.1,32209,555,0,1,Medical,3000,240,13.4,Rent,1001,0,0.053,0
LN109497,45,Male,Married,2,Bachelor's,Unemployed,0.0,8000,472,0,1,Personal,1400,240,14.67,Rent,92,0,0.462,0
LN109498,38,Female,Married,1,Master's,Employed,13.4,29930,595,0,5,Personal,3800,360,10.15,Mortgage,1813,0,0.773,0
LN109499,56,Male,Single,1,Master's,Employed,5.1,58941,613,0,3,Personal,5100,36,11.51,Rent,1121,0,0.216,0
LN109500,35,Male,Single,1,High School,Retired,5.4,13587,559,0,1,Business,13500,180,10.37,Own,944,14367,0.252,1
LN109501,52,Female,Single,0,Master's,Retired,13.4,25797,671,0,2,Medical,5700,60,8.68,Own,7632,0,0.265,1
LN109502,39,Female,Widowed,3,High School,Retired,12.7,25575,646,0,3,Personal,1800,48,8.45,Own,2777,0,0.358,1
LN109503,26,Female,Divorced,0,Associate,Retired,1.8,35287,512,0,2,Home,47100,84,11.33,Own,61270,49800,0.453,0
LN109504,58,Male,Married,4,High School,Employed,5.2,20169,624,0,1,Home,23000,36,8.72,Rent,5307,27762,0.465,0
LN109505,48,Male,Divorced,0,Associate,Retired,17.5,11150,534,0,1,Auto,1500,120,9.93,Own,774,1597,0.245,0
LN109506,36,Male,Single,1,Master's,Unemployed,0.0,20266,565,0,3,Debt Consolidation,3700,60,12.79,Mortgage,3441,0,0.725,0
LN109507,45,Female,Single,1,High School,Employed,20.1,75130,562,1,1,Personal,13200,180,13.59,Mortgage,3535,0,0.063,1
LN109508,33,Female,Married,1,High School,Self-Employed,6.1,12712,555,0,1,Home,13600,240,8.93,Own,125,14104,0.404,0
LN109509,47,Female,Single,1,High School,Self-Employed,18.4,20317,529,0,2,Education,7500,24,11.88,Mortgage,168,0,0.622,0
LN109510,18,Male,Single,0,High School,Employed,0.0,64087,662,0,1,Medical,10300,120,8.13,Own,12834,0,0.037,1
LN109511,26,Female,Divorced,2,Bachelor's,Self-Employed,4.8,32952,490,0,1,Medical,5500,120,14.26,Mortgage,2258,0,0.1,1
LN109512,48,Female,Married,0,Bachelor's,Employed,19.4,124537,684,0,2,Debt Consolidation,27500,120,8.67,Mortgage,9606,0,0.056,1
LN109513,35,Female,Widowed,1,Bachelor's,Unemployed,0.0,8000,424,1,1,Education,2100,12,16.53,Mortgage,658,0,0.722,0
LN109514,40,Female,Single,1,High School,Self-Employed,11.5,32313,523,0,0,Debt Consolidation,5900,180,11.73,Rent,477,0,0.012,0
LN109515,23,Male,Single,2,High School,Retired,2.0,8000,604,0,0,Auto,2000,12,10.36,Own,341,1924,0.25,0
LN109516,58,Male,Single,1,Master's,Employed,19.1,16245,619,0,2,Education,2100,240,8.13,Rent,3904,0,0.213,1
LN109517,51,Male,Divorced,0,Master's,Self-Employed,7.8,42542,524,0,1,Business,42600,84,12.12,Mortgage,2212,45114,0.198,1
LN109518,35,Female,Single,2,Bachelor's,Employed,12.8,43658,590,0,1,Business,17800,36,9.57,Rent,1814,22506,0.233,1
LN109519,33,Female,Single,1,High School,Self-Employed,5.0,35173,552,0,1,Personal,6700,36,11.56,Mortgage,1573,0,0.198,1
LN109520,49,Male,Single,0,Bachelor's,Employed,24.7,95499,580,0,0,Medical,21100,180,11.44,Own,1847,0,0.015,1
LN109521,59,Male,Married,2,Bachelor's,Employed,30.4,36998,624,0,2,Personal,4800,180,10.38,Rent,3705,0,0.098,1
LN109522,48,Male,Single,0,Bachelor's,Employed,20.3,49605,484,0,1,Education,19200,360,15.43,Rent,11064,0,0.104,0
LN109523,61,Female,Single,1,Bachelor's,Employed,10.2,36483,555,0,2,Home,31800,360,11.49,Own,5979,39417,0.233,1
LN109524,27,Male,Married,2,PhD,Employed,6.1,33451,671,1,4,Home,44600,360,11.06,Mortgage,1092,53846,0.256,1
LN109525,28,Male,Married,0,Bachelor's,Employed,1.7,38844,519,0,0,Education,8100,360,13.13,Rent,314,0,0.01,0
LN109526,24,Male,Single,1,High School,Retired,3.3,40849,542,0,0,Medical,4500,120,10.72,Own,8066,0,0.011,1
LN109527,42,Male,Single,2,High School,Self-Employed,14.7,44337,629,0,0,Personal,2900,120,9.46,Mortgage,3441,0,0.01,1
LN109528,39,Female,Divorced,2,Bachelor's,Employed,4.2,46084,587,1,2,Home,49800,60,14.83,Own,11675,47173,0.395,0
LN109529,36,Female,Single,1,Master's,Unemployed,0.0,8000,432,1,4,Personal,1000,240,16.62,Mortgage,399,0,0.744,0
LN109530,46,Male,Single,1,PhD,Employed,15.2,44760,529,0,3,Education,9300,84,10.74,Own,1799,0,0.274,1
LN109531,51,Female,Single,0,High School,Employed,24.1,30842,608,0,0,Medical,6700,60,12.33,Rent,333,0,0.043,1
LN109532,21,Male,Divorced,1,High School,Unemployed,0.0,8000,449,1,2,Education,3600,24,18.39,Own,1771,0,0.935,0
LN109533,31,Female,Single,1,PhD,Employed,11.3,52177,669,0,0,Home,71300,84,11.99,Mortgage,5252,88504,0.195,1
LN109534,47,Male,Married,2,High School,Employed,24.2,27712,600,0,0,Debt Consolidation,7700,84,10.78,Own,14458,0,0.04,1
LN109535,32,Male,Divorced,0,Master's,Employed,8.7,25374,551,0,2,Business,16900,24,10.23,Mortgage,679,16097,0.432,0
LN109536,29,Male,Single,0,Bachelor's,Retired,7.7,20197,613,0,2,Home,25500,24,8.17,Rent,1328,32007,0.967,0
LN109537,49,Male,Single,1,Bachelor's,Employed,7.1,41284,599,0,1,Debt Consolidation,8800,120,10.14,Mortgage,38277,0,0.063,1
LN109538,23,Male,Married,1,High School,Employed,3.1,25921,583,0,3,Personal,2600,36,13.35,Rent,619,0,0.353,0
LN109539,34,Female,Married,0,Master's,Employed,8.1,96248,512,0,1,Home,121200,12,14.14,Rent,13667,112648,1.286,0
LN109540,41,Female,Married,1,Master's,Employed,10.0,29393,595,0,1,Education,10700,24,10.35,Mortgage,8675,0,0.337,1
LN109541,31,Male,Divorced,0,Bachelor's,Self-Employed,8.4,33952,578,0,1,Home,43500,36,11.39,Mortgage,2212,40581,0.485,0
LN109542,46,Female,Single,0,Bachelor's,Retired,9.5,66533,576,0,1,Education,14600,24,9.87,Rent,8259,0,0.129,1
LN109543,31,Female,Married,2,Master's,Employed,5.6,23348,485,0,1,Home,36500,48,15.88,Rent,19205,33031,0.446,1
LN109544,53,Female,Single,1,Bachelor's,Employed,16.7,35702,629,0,0,Home,57400,48,11.8,Rent,2200,67660,0.402,0
LN109545,36,Female,Married,0,Master's,Employed,7.8,113937,540,0,1,Business,109300,24,14.14,Mortgage,15212,134075,0.502,1
LN109546,45,Female,Married,2,High School,Employed,6.8,61483,646,0,2,Home,94300,240,10.33,Own,10423,107008,0.139,0
LN109547,46,Male,Single,2,Master's,Employed,17.7,50173,594,0,1,Personal,7300,24,11.73,Mortgage,3881,0,0.142,1
LN109548,31,Male,Single,2,High School,Self-Employed,9.2,15700,549,0,2,Business,15000,12,11.16,Mortgage,764,19002,1.154,0
LN109549,18,Male,Single,0,High School,Unemployed,0.0,8000,501,0,1,Medical,1100,12,15.13,Mortgage,378,0,0.508,0
LN109550,41,Male,Married,0,High School,Employed,7.7,24693,515,0,1,Medical,2300,24,13.8,Rent,1992,0,0.212,1
LN109551,38,Female,Divorced,0,Master's,Employed,2.6,43945,518,0,0,Education,12600,240,13.67,Mortgage,1521,0,0.014,1
LN109552,44,Male,Married,2,High School,Employed,11.6,55530,504,0,2,Home,93200,48,13.22,Mortgage,8541,111367,0.495,0
LN109553,35,Male,Married,0,Associate,Unemployed,0.0,8000,547,0,1,Education,1400,120,12.38,Mortgage,125,0,0.149,0
LN109554,33,Male,Single,1,Bachelor's,Self-Employed,7.1,50411,515,0,1,Home,64000,84,13.42,Rent,58883,61245,0.241,0
LN109555,60,Male,Single,0,Master's,Self-Employed,26.0,57174,626,0,0,Business,16000,60,9.95,Mortgage,6551,14970,0.056,1
LN109556,21,Female,Single,2,Master's,Self-Employed,2.4,50395,497,1,5,Personal,7600,360,15.55,Own,2853,0,0.205,0
LN109557,46,Male,Single,1,Bachelor's,Retired,12.5,28818,574,0,1,Medical,3800,12,11.83,Own,1583,0,0.192,1
LN109558,31,Female,Married,1,Master's,Self-Employed,6.5,36045,573,0,0,Education,8100,240,10.0,Rent,8979,0,0.011,1
LN109559,34,Male,Divorced,1,Associate,Employed,3.0,48024,546,0,0,Business,13200,360,12.2,Rent,411,13989,0.01,0
LN109560,34,Female,Married,1,Bachelor's,Unemployed,0.0,11855,668,0,1,Auto,1100,48,9.33,Rent,602,1424,0.297,1
LN109561,29,Female,Married,2,Master's,Employed,4.1,62003,508,0,1,Home,65400,36,11.75,Mortgage,5517,67097,0.413,0
LN109562,44,Female,Single,2,Master's,Unemployed,0.0,8000,526,0,0,Business,3200,12,12.08,Mortgage,965,3735,0.4,0
LN109563,53,Female,Single,1,Bachelor's,Retired,6.1,58453,528,1,1,Home,41200,36,14.45,Mortgage,9538,37521,0.301,0
LN109564,43,Male,Single,1,Bachelor's,Self-Employed,12.9,46035,587,0,1,Personal,6700,120,9.93,Own,628,0,0.071,1
LN109565,39,Female,Married,2,Bachelor's,Self-Employed,5.4,30954,502,0,3,Business,32600,120,14.32,Mortgage,3139,39045,0.454,0
LN109566,27,Female,Married,2,Bachelor's,Employed,2.0,21344,558,0,0,Auto,6100,84,11.38,Rent,2080,7158,0.041,0
LN109567,43,Female,Single,1,Bachelor's,Employed,14.0,27754,573,0,0,Home,43200,360,12.68,Mortgage,2410,45577,0.052,1
LN109568,61,Female,Married,1,Associate,Employed,12.8,27684,666,0,1,Auto,9700,36,8.45,Rent,12031,9892,0.175,1
LN109569,33,Female,Married,1,Bachelor's,Employed,8.8,8000,627,0,3,Auto,1900,12,11.41,Own,1187,1840,0.963,0
LN109570,33,Female,Single,1,Master's,Unemployed,0.0,27001,610,0,0,Home,38800,60,10.23,Own,1438,42018,0.287,0
LN109571,31,Male,Married,1,Bachelor's,Employed,3.6,51837,580,0,0,Personal,4500,24,10.89,Mortgage,9569,0,0.043,1
LN109572,32,Male,Married,0,Bachelor's,Self-Employed,7.2,75815,600,0,0,Personal,10300,60,9.18,Own,2641,0,0.027,1
LN109573,18,Female,Single,0,High School,Self-Employed,0.0,21941,543,0,0,Personal,3300,84,13.6,Rent,5205,0,0.021,1
LN109574,42,Male,Married,3,Master's,Employed,15.0,91069,557,0,5,Personal,18600,180,12.5,Own,7882,0,0.219,1
LN109575,28,Female,Single,0,Master's,Self-Employed,1.4,68160,625,0,1,Medical,8200,84,6.99,Mortgage,8061,0,0.053,1
LN109576,20,Male,Married,1,Bachelor's,Self-Employed,0.6,43799,639,0,4,Auto,4700,360,8.13,Rent,294,4667,0.26,1
LN109577,46,Male,Divorced,1,Bachelor's,Employed,7.1,31052,589,0,1,Debt Consolidation,11900,60,10.9,Own,1287,0,0.167,1
LN109578,26,Female,Married,0,PhD,Self-Employed,6.3,74962,506,0,1,Business,54900,24,14.83,Own,40419,68804,0.397,0
LN109579,34,Female,Single,0,High School,Self-Employed,6.6,35792,548,0,0,Education,15700,180,9.09,Rent,2779,0,0.029,1
LN109580,54,Female,Married,1,Associate,Employed,13.8,45671,544,0,2,Auto,6600,84,11.78,Mortgage,10597,6021,0.174,1
LN109581,22,Male,Single,3,Bachelor's,Self-Employed,2.2,34142,535,0,1,Home,25000,24,14.46,Rent,7596,23856,0.41,0
LN109582,21,Male,Single,0,Master's,Self-Employed,0.4,35712,553,0,1,Personal,4700,12,13.92,Own,12654,0,0.244,0
LN109583,40,Male,Married,1,PhD,Employed,5.1,56804,649,0,1,Home,92200,24,8.74,Rent,14572,107524,0.834,0
LN109584,50,Male,Single,1,High School,Unemployed,0.0,8000,444,0,2,Business,2900,48,14.48,Rent,535,3258,0.428,0
LN109585,20,Male,Single,2,Master's,Employed,1.0,73020,510,0,2,Education,33100,360,13.1,Mortgage,8187,0,0.13,0
LN109586,42,Female,Married,0,Master's,Employed,3.9,25549,493,0,0,Personal,4800,48,13.62,Rent,929,0,0.047,0
LN109587,44,Male,Married,1,High School,Employed,6.1,12309,491,0,3,Personal,1100,12,12.62,Mortgage,958,0,0.664,0
LN109588,18,Female,Single,0,Associate,Self-Employed,0.0,25265,538,0,1,Business,26500,360,12.7,Rent,283,33565,0.213,0
LN109589,46,Male,Married,0,Bachelor's,Employed,8.7,33063,607,0,0,Debt Consolidation,8400,60,10.3,Rent,451,0,0.051,1
LN109590,47,Male,Divorced,3,High School,Employed,16.6,23429,574,0,1,Business,19900,120,12.78,Own,1001,24449,0.282,1
LN109591,34,Male,Single,1,High School,Employed,9.1,75187,549,0,0,Debt Consolidation,26400,48,10.09,Mortgage,7212,0,0.088,1
LN109592,51,Female,Married,2,Bachelor's,Employed,11.3,92259,650,0,0,Business,91500,48,9.68,Rent,8379,104146,0.248,1
LN109593,50,Male,Married,0,High School,Self-Employed,7.8,35826,663,0,2,Personal,2900,24,9.04,Rent,2185,0,0.146,1
LN109594,39,Male,Married,0,High School,Employed,5.5,16975,531,1,1,Medical,2600,36,14.12,Rent,239,0,0.203,1
LN109595,33,Female,Single,0,Associate,Employed,7.7,41996,630,0,1,Medical,5300,120,10.63,Own,1253,0,0.043,1
LN109596,27,Female,Single,1,Master's,Unemployed,0.0,8859,552,1,3,Home,9700,24,13.8,Mortgage,1550,9932,1.5,0
LN109597,37,Female,Married,0,Bachelor's,Employed,17.1,45492,632,0,3,Home,76600,36,11.02,Rent,22237,77832,0.766,0
LN109598,44,Female,Divorced,2,High School,Employed,3.1,23155,644,0,1,Business,18400,84,10.26,Own,1675,17713,0.259,1
LN109599,34,Male,Married,1,High School,Retired,3.6,10362,560,0,3,Education,3800,84,11.32,Rent,149,0,0.694,0
LN109600,18,Female,Widowed,1,Bachelor's,Self-Employed,0.0,13082,523,1,1,Personal,1600,12,13.85,Mortgage,9873,0,0.48,0
LN109601,51,Female,Married,1,Master's,Employed,7.1,18931,545,1,3,Business,6300,48,10.49,Rent,757,8145,0.794,0
LN109602,40,Female,Divorced,0,High School,Unemployed,0.0,8000,615,0,1,Home,15300,240,10.52,Rent,1450,16908,0.547,0
LN109603,33,Female,Married,0,High School,Employed,3.2,24984,467,0,0,Business,24300,36,14.44,Mortgage,2547,27073,0.324,0
LN109604,47,Male,Divorced,2,PhD,Employed,16.9,101757,628,0,2,Medical,19200,84,11.34,Own,14835,0,0.109,1
LN109605,54,Male,Single,2,Master's,Employed,9.7,65854,635,0,3,Auto,10400,36,9.63,Rent,2781,12503,0.257,1
LN109606,18,Female,Married,0,Master's,Employed,0.0,129058,653,0,0,Personal,17700,60,11.51,Rent,7295,0,0.027,1
LN109607,42,Female,Single,2,Bachelor's,Self-Employed,5.5,42347,453,1,0,Debt Consolidation,14300,12,15.78,Own,3754,0,0.338,0
LN109608,22,Male,Single,2,High School,Self-Employed,1.9,22432,545,0,1,Personal,2100,240,13.29,Rent,625,0,0.051,0
LN109609,43,Male,Married,1,High School,Employed,8.8,13795,525,0,1,Auto,3600,84,12.27,Own,2679,4277,0.281,1
LN109610,39,Female,Single,1,PhD,Employed,9.3,61263,659,0,1,Personal,5300,60,10.16,Own,5527,0,0.057,1
LN109611,44,Male,Single,1,Bachelor's,Self-Employed,12.3,52121,592,0,1,Debt Consolidation,13400,60,10.0,Mortgage,11022,0,0.091,1
LN109612,32,Male,Widowed,2,Master's,Employed,6.3,40332,577,0,1,Debt Consolidation,14900,84,12.45,Mortgage,2668,0,0.149,1
LN109613,18,Male,Married,1,Bachelor's,Employed,0.0,42819,515,1,1,Home,56600,48,13.99,Rent,5111,57315,0.375,0
LN109614,33,Female,Divorced,1,Master's,Retired,9.4,32814,550,0,3,Auto,9100,48,11.65,Rent,2184,10280,0.342,1
LN109615,42,Female,Widowed,1,High School,Self-Employed,13.6,58552,663,0,1,Home,91800,60,9.53,Rent,3785,86727,0.385,1
LN109616,49,Male,Married,2,Bachelor's,Employed,14.7,39958,695,0,2,Education,18400,240,9.4,Rent,686,0,0.221,1
LN109617,25,Female,Single,1,Bachelor's,Employed,2.0,35371,595,0,1,Personal,2500,24,11.86,Rent,6467,0,0.075,1
LN109618,49,Male,Single,0,High School,Employed,3.2,29340,557,0,1,Home,20100,36,11.18,Own,2081,21632,0.375,1
LN109619,30,Male,Married,1,Bachelor's,Employed,3.9,93580,561,0,0,Auto,9300,60,11.9,Rent,32140,11163,0.02,1
LN109620,41,Female,Married,0,Bachelor's,Employed,12.4,39174,590,0,0,Business,31700,12,9.74,Mortgage,6264,40956,0.809,0
LN109621,32,Male,Married,1,Bachelor's,Employed,4.0,26787,548,0,2,Business,8200,48,12.62,Mortgage,636,7433,0.185,0
LN109622,40,Male,Married,0,Bachelor's,Self-Employed,7.7,45241,536,0,2,Business,47800,60,14.12,Mortgage,684,61065,0.321,0
LN109623,47,Female,Single,2,High School,Employed,13.5,22160,534,0,1,Home,13600,60,13.43,Mortgage,4053,14672,0.233,1
LN109624,24,Male,Married,0,Bachelor's,Self-Employed,0.8,18046,656,0,2,Personal,1600,24,9.2,Mortgage,1739,0,0.448,1
LN109625,30,Male,Single,1,Bachelor's,Employed,1.8,52138,643,0,0,Auto,13700,36,11.15,Rent,5036,16024,0.088,1
LN109626,40,Female,Divorced,0,Master's,Employed,9.3,19419,625,0,1,Medical,2600,36,10.69,Mortgage,18193,0,0.141,1
LN109627,64,Female,Single,0,High School,Employed,16.3,15369,579,0,1,Auto,4100,60,12.53,Own,2411,4765,0.337,0
LN109628,28,Male,Married,2,Bachelor's,Employed,3.0,27227,562,0,1,Debt Consolidation,6300,36,11.55,Rent,6588,0,0.13,1
LN109629,60,Male,Single,0,PhD,Retired,12.9,62416,688,0,1,Business,22900,48,10.46,Rent,8852,21336,0.13,1
LN109630,60,Female,Married,2,Bachelor's,Employed,12.1,50364,584,0,0,Education,15800,240,11.63,Own,10171,0,0.016,1
LN109631,36,Female,Single,2,High School,Employed,9.0,54843,518,0,2,Auto,19200,120,14.08,Rent,1925,19583,0.125,1
LN109632,34,Male,Single,1,Master's,Employed,11.3,62739,538,1,2,Auto,6700,84,16.75,Mortgage,2698,7196,0.061,1
LN109633,30,Female,Married,1,High School,Employed,5.1,20926,577,0,3,Debt Consolidation,7800,240,10.56,Rent,12115,0,0.163,0
LN109634,37,Female,Divorced,1,Bachelor's,Retired,4.8,9571,652,0,0,Auto,3100,24,10.38,Mortgage,599,3399,0.162,1
LN109635,22,Female,Divorced,0,Master's,Retired,1.2,23811,664,0,3,Personal,4700,48,10.37,Own,8425,0,0.587,1
LN109636,37,Male,Single,0,Associate,Employed,1.2,38663,623,0,3,Education,17600,360,10.76,Mortgage,1722,0,0.209,1
LN109637,54,Male,Married,2,High School,Self-Employed,11.4,13404,589,0,3,Home,18200,84,10.73,Mortgage,586,21217,0.727,0
LN109638,31,Male,Single,0,Bachelor's,Employed,4.7,46876,658,0,1,Education,21700,24,10.97,Rent,15118,0,0.285,1
LN109639,35,Male,Single,0,Bachelor's,Self-Employed,7.0,42077,583,0,0,Business,33600,60,12.08,Mortgage,1887,41106,0.16,0
LN109640,19,Female,Married,0,High School,Unemployed,0.0,8000,575,1,3,Business,7900,24,13.52,Rent,416,8277,1.241,0
LN109641,42,Male,Single,4,High School,Employed,14.8,23499,746,0,1,Business,13800,12,7.45,Rent,1310,15099,0.698,1
LN109642,40,Female,Married,3,Bachelor's,Employed,13.2,29119,535,0,2,Auto,7900,120,13.61,Mortgage,3674,8329,0.184,1
LN109643,38,Male,Divorced,2,High School,Employed,7.3,11622,520,0,2,Debt Consolidation,1900,60,14.82,Own,541,0,0.245,0
LN109644,35,Female,Single,0,PhD,Employed,3.9,10527,486,0,0,Personal,1500,60,12.18,Rent,1073,0,0.028,0
LN109645,34,Male,Single,2,Bachelor's,Employed,2.2,65106,610,1,3,Auto,6300,36,13.07,Mortgage,13005,6824,0.078,1
LN109646,43,Male,Married,2,Bachelor's,Self-Employed,2.2,41725,611,0,3,Education,18600,24,10.5,Rent,4477,0,0.542,1
LN109647,37,Male,Married,2,Master's,Employed,7.8,62651,563,0,0,Personal,9000,36,12.2,Mortgage,4349,0,0.048,1
LN109648,41,Female,Divorced,2,Bachelor's,Employed,7.8,46420,606,0,1,Auto,7500,360,9.57,Own,62420,8665,0.094,1
LN109649,40,Male,Divorced,0,Master's,Employed,6.2,55922,608,0,3,Debt Consolidation,14500,36,12.84,Mortgage,24660,0,0.198,1
LN109650,50,Male,Married,1,High School,Retired,10.1,58078,645,0,1,Home,72800,60,9.82,Rent,6978,79579,0.272,1
LN109651,45,Male,Single,1,Bachelor's,Employed,8.7,45389,550,0,1,Auto,5500,60,10.8,Mortgage,204,5209,0.066,1
LN109652,40,Female,Married,2,Master's,Self-Employed,8.3,89626,607,0,1,Personal,13200,120,11.54,Rent,17530,0,0.04,1
LN109653,54,Female,Single,1,Bachelor's,Self-Employed,16.8,27543,603,0,3,Personal,5400,360,11.86,Rent,1786,0,0.484,1
LN109654,42,Female,Widowed,0,High School,Self-Employed,7.9,31945,539,0,2,Auto,6400,84,13.11,Own,1293,6706,0.1,1
LN109655,52,Female,Single,1,Master's,Employed,11.7,151289,624,0,4,Personal,24500,120,9.55,Rent,16735,0,0.116,1
LN109656,44,Male,Married,0,Bachelor's,Employed,2.3,45104,622,1,1,Business,44600,48,12.75,Rent,4885,52447,0.34,0
LN109657,18,Female,Single,3,Bachelor's,Self-Employed,0.0,30188,518,1,1,Home,32400,24,13.81,Own,4731,40599,0.584,0
LN109658,52,Male,Married,0,Associate,Retired,15.1,19946,599,0,1,Home,40800,60,10.09,Rent,2661,45790,0.568,0
LN109659,39,Male,Married,1,PhD,Retired,8.2,13207,461,0,1,Auto,2000,36,15.58,Own,7292,2442,0.187,0
LN109660,37,Female,Married,0,High School,Employed,5.8,14609,577,0,1,Personal,1600,84,10.04,Rent,1186,0,0.101,1
LN109661,41,Female,Married,0,Bachelor's,Employed,4.1,48578,580,0,0,Personal,3200,24,11.2,Mortgage,26603,0,0.033,1
LN109662,34,Male,Married,2,Bachelor's,Employed,2.5,49498,537,0,1,Personal,4600,12,13.33,Rent,13421,0,0.18,1
LN109663,40,Male,Single,1,High School,Self-Employed,8.4,32514,650,0,0,Auto,9500,180,9.15,Rent,7546,10809,0.019,1
LN109664,31,Female,Divorced,3,High School,Employed,7.8,16421,566,0,3,Business,11500,48,12.35,Mortgage,2844,11014,0.644,0
LN109665,52,Female,Married,0,Bachelor's,Employed,13.4,44155,561,0,3,Debt Consolidation,16400,84,13.18,Mortgage,12699,0,0.168,1
LN109666,36,Male,Single,1,Bachelor's,Employed,10.8,82660,584,0,1,Education,18400,36,11.35,Own,4347,0,0.124,1
LN109667,33,Male,Married,2,Master's,Unemployed,0.0,8000,495,0,0,Education,3400,36,12.26,Rent,810,0,0.142,0
